Year,Case Vehicle ID,Vehicle Body Type,Registration Class,Action Prior to Accident,Type / Axles of Truck or Bus,Direction of Travel,Fuel Type,Vehicle Year,State of Registration,Number of Occupants,Engine Cylinders,Vehicle Make,Contributing Factor 1,Contributing Factor 1 Description,Contributing Factor 2,Contributing Factor 2 Description,Event Type,Partial VIN
2018,15239508,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2004,NY,2,6,FORD,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1FMCU92194KA89889
2018,15239509,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,2,6,DODGE,HUMAN,Not Applicable,HUMAN,Unsafe Speed,Not Applicable,1D8HN44H78B143816
2018,15239513,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2008,NY,1,6,JEEP,HUMAN,Passing or Lane Usage Improper,HUMAN,Unsafe Speed,Not Applicable,1J8GR48K98C144229
2018,15239515,PICKUP TRUCK,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2009,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3TMLU42N99M022428
2018,15239514,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Merging,Not Entered,East,Gas,2013,NY,1,8,AUDI,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,WAUF2AFC2DN049637
2018,15239519,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2007,NY,1,6,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Culver/Head Wall, Collision With Fixed Object",1G1ZT58N17F145852
2018,15239520,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2012,NY,2,4,NISSA,HUMAN,Not Applicable,HUMAN,Reaction to Other Uninvolved Vehicle,Not Applicable,JN8AS5MV1CW375290
2018,15239525,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Avoiding Object in Roadway,Not Entered,North,Gas,2001,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2T1BR12E01C513740
2018,15239524,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2005,NY,1,6,FORD,HUMAN,Following Too Closely,HUMAN,Unsafe Speed,"Other Fixed Object*, Collision With Fixed Object",1FAFP53U75A225203
2018,15239533,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2016,NY,1,4,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1G11C5SA8GF149822
2018,15239535,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2015,NY,1,8,RAM,HUMAN,Reaction to Other Uninvolved Vehicle,ENVMT,Pavement Slippery,"Tree, Collision With Fixed Object",1C6RR7FT4FS568702
2018,15239538,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2008,NY,1,4,HONDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,2HGFA16888H501334
2018,15239539,VAN TRUCK,COMMERCIAL,Making Right Turn,Not Entered,South,Gas,2007,NY,1,8,CHEVR,HUMAN,Not Applicable,HUMAN,Failure to Keep Right,Not Applicable,1GCGG25V371218688
2018,15239540,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FM5K8D85EGB87700
2018,15239541,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2016,NY,1,4,HONDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,3CZRU6H36GM745012
2018,15239543,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2004,NY,1,6,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FTZR45E94PA14744
2018,15239544,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,4,TOYOT,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Barrier, Collision With Fixed Object",5TETX22N98Z580647
2018,15239546,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2002,NY,1,6,JEEP,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1J4GL48K82W343264
2018,15239548,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2006,NY,1,6,BUICK,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,2G4WD582861304400
2018,15239552,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2006,NY,3,6,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,2G1WT55K069404710
2018,15239554,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2014,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JN8AF5MV1ET356683
2018,15239553,TANK TRUCK,INTERNATIONAL REGISTRATION,Backing,Not Entered,South,Diesel,2007,NY,1,6,KENWO,HUMAN,Backing Unsafely,ENVMT,View Obstructed/Limited,Not Applicable,2NKMHN7X08M226675
2018,15239557,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,1,4,CHEVR,HUMAN,Following Too Closely,ENVMT,Pavement Slippery,Not Applicable,3GNFL3EK7DS525155
2018,15239558,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2017,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FADP3H25HL209495
2018,15239559,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2012,NY,1,4,TOYOT,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,JTDKN3DU0C5404805
2018,15239562,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,1,6,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1GNKVGKD5GJ166156
2018,15239570,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2010,NY,1,4,HYUND,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,KMHDU4AD0AU197191
2018,15239572,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2015,NY,1,4,MITSU,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,4A4AR3AU3FE020731
2018,15239571,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2016,NY,1,4,HONDA,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,19XFC1F36GE202612
2018,15239574,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1999,NY,1,6,JEEP,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1J4FF68S7XL612149
2018,15239578,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,1,6,TOYOT,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,5TDDKRFH5GS342659
2018,15239575,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2015,NY,1,4,VOLKS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1VWBT7A3XFC017538
2018,15239576,VAN TRUCK,COMMERCIAL,Slowing or Stopping,Not Entered,East,Gas,2012,NY,1,8,FORD,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,1FTSE3EL9CDA13793
2018,15239580,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2002,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Failure to Keep Right,Not Applicable,1HGES16532L047549
2018,15239581,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2007,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FMEU74E87UA93597
2018,15239584,SUBURBAN,PASSENGER OR SUBURBAN,Merging,Not Entered,West,Gas,2013,NY,1,6,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2C4RDGBG6DR746219
2018,15239586,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2013,NY,1,4,HYUND,HUMAN,Driver Inattention/Distraction*,HUMAN,Failure to Yield Right-of-Way,"Tree, Collision With Fixed Object",KMHD35LE1DU137696
2018,15239592,4 DOOR SEDAN,OMNIBUS - TAXI,Going Straight Ahead,Not Entered,East,Gas,2009,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTDKB20U593508445
2018,15239593,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2016,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1C4PJMCS1GW144910
2018,15239591,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,8,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,3GNFK12358G255601
2018,15239594,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2006,NY,1,6,MITSU,HUMAN,Not Applicable,HUMAN,Unsafe Speed,Not Applicable,4A3AB76S86E018223
2018,15239603,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2013,NY,1,4,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,2GNALBEK4D6263632
2018,15239615,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2009,NY,5,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2T1BU40E49C134674
2018,15239614,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2008,NY,4,4,MITSU,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,JA3AU86U48U022328
2018,15239618,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northeast,Gas,2012,NY,1,4,NISSA,HUMAN,Not Applicable,VEHICLE,Other Lighting Defects,"Fire Hydrant, Collision With Fixed Object",3N1AB6AP1CL710516
2018,15239619,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2011,NY,2,6,INFIN,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,JN1CV6AP7BM507926
2018,15239624,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2008,NY,1,6,FORD,ENVMT,Animal's Action,ENVMT,Pavement Slippery,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1ZVHT80N185103508
2018,15239625,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2016,NY,2,4,FORD,HUMAN,Following Too Closely,HUMAN,Unsafe Lane Changing,Not Applicable,1FMCU0F75GUA16764
2018,15239627,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2010,NY,1,6,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1GNLVHED1AJ255302
2018,15239634,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,South,Diesel,2017,NY,2,8,CHEVR,HUMAN,Following Too Closely,HUMAN,Unsafe Lane Changing,"Guide Rail - Not At End, Collision With Fixed Object",1GC1KXEY4HF247732
2018,15239635,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2010,NY,1,4,TOYOT,HUMAN,Fell Asleep,HUMAN,Fatigued/Drowsy,"Overturned, Non-Collision",JTDKN3DU2A0197277
2018,15239637,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2010,NY,2,8,DODGE,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,3D7TT2CT7AG126381
2018,15239642,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2006,NY,1,4,SUBAR,HUMAN,Unsafe Speed,HUMAN,Unsafe Lane Changing,Not Applicable,JF1GG68656H816773
2018,15239645,PICKUP TRUCK,COMMERCIAL,Slowing or Stopping,Not Entered,South,Gas,2013,NY,3,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1FT7X2B65DEB49102
2018,15239644,PICKUP TRUCK,COMMERCIAL,Slowing or Stopping,Not Entered,South,Gas,2017,NY,1,6,FORD,HUMAN,Driver Inattention/Distraction*,HUMAN,Following Too Closely,Not Entered,1FTEX1EP3HFB96733
2018,15239647,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northeast,Gas,2010,NY,1,6,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2B3CA2CV1AH288395
2018,15239648,PICKUP TRUCK,AGRICULTURAL TRUCK,Making Right Turn,Not Entered,South,Gas,2004,NY,1,8,CHEVR,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1GCHK29U14E272094
2018,15239649,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2011,NY,1,6,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2D4RN3DG4BR646011
2018,15239652,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,West,Gas,2016,NY,1,4,JEEP,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,1C4PJLAB4GW372770
2018,15239653,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,2,6,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2G1125S33E9144067
2018,15239655,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2006,NY,2,6,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4S4WX83C664427366
2018,15239654,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2005,NY,1,8,CADIL,HUMAN,Following Too Closely,ENVMT,Pavement Slippery,Not Applicable,1G6KD54YX5U208755
2018,15239657,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2006,NY,1,6,BUICK,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,5GADV33L56D246491
2018,15239658,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2004,NY,2,6,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5FNRL18534B112464
2018,15239656,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2001,NY,1,8,CADIL,HUMAN,Unsafe Lane Changing,ENVMT,Pavement Slippery,Not Applicable,1G6KF54961U175458
2018,15239663,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,South,Gas,2016,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTEBU5JR6G5341208
2018,15239667,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,South,Gas,2014,NY,1,4,TOYOT,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,5TFNX4CN6EX042414
2018,15239664,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,1,4,BMW,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Entered,WBA8E3C57GK501315
2018,15239669,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,2,6,FORD,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1FAHP2F80DG208566
2018,15239670,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2002,NY,1,8,DODGE,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1D7HU18N72S708479
2018,15239683,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,South,Gas,2008,NY,1,6,VOLVO,HUMAN,Traffic Control Device Disregarded,HUMAN,Unsafe Speed,Not Applicable,YV4CZ982281460373
2018,15239688,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,2,4,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JF2SJAKC5GH484117
2018,15239687,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2016,NY,1,4,JEEP,HUMAN,Traffic Control Device Disregarded,HUMAN,Aggressive Driving/Road Rage,Not Applicable,1C4NJDEB9GD573082
2018,15239692,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2006,NY,1,6,DODGE,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1D7HE22K36S604546
2018,15239701,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2013,NY,3,6,FORD,HUMAN,Not Applicable,ENVMT,Obstruction/ Debris,Not Applicable,2FMDK3GC3DBE17013
2018,15239712,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,1,4,SUBAR,HUMAN,Not Applicable,ENVMT,Obstruction/ Debris,Not Applicable,JF1GJAA62GH016593
2018,15239723,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2015,NY,1,4,TOYOT,HUMAN,Following Too Closely,HUMAN,Unsafe Speed,Not Applicable,JTDKDTB37F1096542
2018,15239724,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2006,NY,4,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FAFP53U66A259540
2018,15239726,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2011,NY,1,8,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1GCNKPEA8BZ447765
2018,15239737,SUBURBAN,OMNIBUS - LIVERY,Going Straight Ahead,Not Entered,East,Gas,2005,NY,1,6,DODGE,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1D4GP45R25B394124
2018,15239738,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1991,NY,1,6,CHEVR,HUMAN,Alcohol Involvement,HUMAN,Unsafe Speed,Not Applicable,1GCCT14Z7M0168744
2018,15239742,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2006,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FAFP53U36A111443
2018,15239741,PICKUP TRUCK,COMMERCIAL,Making Left Turn,Not Entered,South,Diesel,2016,NY,1,8,FORD,HUMAN,Failure to Yield Right-of-Way,ENVMT,Glare,Not Applicable,1FT8W3BT5GEA95128
2018,15239746,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,Southeast,Gas,2017,NY,3,4,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JF2SJABC0HH422173
2018,15239745,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,Southeast,Gas,2015,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,19XFB2F79FE287567
2018,15239760,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Electric,2017,NY,1,0,TESLA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5YJSA1E23HF199709
2018,15239759,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,North,Gas,2008,NY,1,8,ME/BE,HUMAN,Not Applicable,HUMAN,Turning Improperly,Not Applicable,WDDNG86X28A233300
2018,15239764,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2005,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,KM8JM12BX5U191743
2018,15239763,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,West,Gas,2011,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Turning Improperly,Not Entered,1J4BA3H11BL604317
2018,15239770,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTMBFREV9DD020357
2018,15239769,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Southeast,Gas,2014,NY,3,6,AUDI,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,WAUFGAFC7EN015518
2018,15239772,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2014,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1N4AL3AP6EC157407
2018,15239773,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Southwest,Gas,2014,NY,1,6,HYUND,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,KM8SRDHF9EU039177
2018,15239774,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2010,NY,1,4,AUDI,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,WAUBFAFL0AN002265
2018,15239779,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,East,Gas,2017,NY,1,6,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C4RDJDG2HC692006
2018,15239778,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2005,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,1HGES16385L029986
2018,15239784,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,2,6,LEXUS,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,2T2BK1BA4DC184493
2018,15239785,SUBURBAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,East,Gas,2017,NY,3,6,HONDA,HUMAN,Not Applicable,HUMAN,Unsafe Lane Changing,Not Applicable,5FNYF6H58HB085851
2018,15239786,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2008,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4T1BE46K38U240122
2018,15239790,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2015,NY,1,4,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,ZACCJBBT1FPC43381
2018,15239789,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2003,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,JTEBU14R730013534
2018,15239814,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2012,NY,1,4,KIA,HUMAN,Alcohol Involvement,HUMAN,Unsafe Speed,Not Applicable,5XXGN4A71CG023809
2018,15239851,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2009,NY,1,6,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NMSH13E79H317771
2018,15239850,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,West,Gas,2011,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Not Applicable,5NPEB4ACXBH121107
2018,15239855,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2015,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5TDJKRFH7FS179952
2018,15239854,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2007,NY,1,6,NISSA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,5N1BV28U67N128541
2018,15239859,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2006,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2FMZA51626BA65133
2018,15239858,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2013,NY,1,4,HYUND,HUMAN,Failure to Yield Right-of-Way,HUMAN,Turning Improperly,"Light Support/Utility Pole, Collision With Fixed Object",5NPEC4AC2DH619060
2018,15239861,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,South,Gas,2009,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTDBT903391326400
2018,15239863,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2006,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1J4GS48KX6C205607
2018,15239862,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northeast,Gas,2017,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1C4RJFBG2HC815151
2018,15239864,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2014,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,3TMLU4EN4EM159945
2018,15239865,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2005,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FMZU73E75UB43289
2018,15239868,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1995,NY,2,8,CHEVR,HUMAN,Following Too Closely,HUMAN,Reaction to Other Uninvolved Vehicle,Not Applicable,1G1BL52W1SR159552
2018,15239869,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2016,NY,1,4,VOLKS,HUMAN,Not Applicable,HUMAN,Reaction to Other Uninvolved Vehicle,"Other Motor Vehicle, Collision With",3VWD17AJ7GM386919
